edo_num,edo,tm,anio,s,ts,ssm
8,Chihuahua,3,2018,0.0726,7.26,0
8,Chihuahua,4,2018,0.0767,7.67,0
8,Chihuahua,1,2019,0.0957,9.57,0
8,Chihuahua,2,2019,0.0818,8.18,0
8,Chihuahua,3,2019,0.0707,7.07,0
8,Chihuahua,4,2019,0.0974,9.74,0
8,Chihuahua,1,2020,0.1145,11.45,0
8,Chihuahua,2,2020,0.1018,10.18,0
8,Chihuahua,3,2020,0.1187,11.87,0
8,Chihuahua,4,2020,0.1039,10.39,0
9,Ciudad de México,1,2004,0.0542,5.42,0
9,Ciudad de México,2,2004,0.0684,6.84,0
9,Ciudad de México,3,2004,0.071,7.1,0
9,Ciudad de México,4,2004,0.0818,8.18,0
9,Ciudad de México,1,2005,0.0646,6.46,0
9,Ciudad de México,2,2005,0.0693,6.93,0
9,Ciudad de México,3,2005,0.0714,7.14,0
9,Ciudad de México,4,2005,0.0914,9.14,0
9,Ciudad de México,1,2006,0.0607,6.07,0
9,Ciudad de México,2,2006,0.0639,6.39,0
9,Ciudad de México,3,2006,0.065,6.5,0
9,Ciudad de México,4,2006,0.0598,5.98,0
9,Ciudad de México,1,2007,0.0627,6.27,0
9,Ciudad de México,2,2007,0.0816,8.16,0
9,Ciudad de México,3,2007,0.0695,6.95,0
9,Ciudad de México,4,2007,0.0494,4.94,0
9,Ciudad de México,1,2008,0.0561,5.61,0
9,Ciudad de México,2,2008,0.0638,6.38,0
9,Ciudad de México,3,2008,0.0668,6.68,0
9,Ciudad de México,4,2008,0.0679,6.79,0
9,Ciudad de México,1,2009,0.1005,10.05,0
9,Ciudad de México,2,2009,0.0775,7.75,0
9,Ciudad de México,3,2009,0.0907,9.07,0
9,Ciudad de México,4,2009,0.0701,7.01,0
9,Ciudad de México,1,2010,0.0797,7.97,0
9,Ciudad de México,2,2010,0.0896,8.96,1
9,Ciudad de México,3,2010,0.1069,10.69,1
9,Ciudad de México,4,2010,0.0647,6.47,1
9,Ciudad de México,1,2011,0.0838,8.38,1
9,Ciudad de México,2,2011,0.1179,11.79,1
9,Ciudad de México,3,2011,0.1273,12.73,1
9,Ciudad de México,4,2011,0.1155,11.55,1
9,Ciudad de México,1,2012,0.0886,8.86,1
9,Ciudad de México,2,2012,0.0993,9.93,1
9,Ciudad de México,3,2012,0.1407,14.07,1
9,Ciudad de México,4,2012,0.1178,11.78,1
9,Ciudad de México,1,2013,0.0897,8.97,1
9,Ciudad de México,2,2013,0.0879,8.79,1
9,Ciudad de México,3,2013,0.0874,8.74,1
9,Ciudad de México,4,2013,0.0696,6.96,1
9,Ciudad de México,1,2014,0.0791,7.91,1
9,Ciudad de México,2,2014,0.1149,11.49,1
9,Ciudad de México,3,2014,0.1085,10.85,1
9,Ciudad de México,4,2014,0.1223,12.23,1
9,Ciudad de México,1,2015,0.1197,11.97,1
9,Ciudad de México,2,2015,0.1017,10.17,1
9,Ciudad de México,3,2015,0.0836,8.36,1
9,Ciudad de México,4,2015,0.07,7,1
9,Ciudad de México,1,2016,0.0746,7.46,1
9,Ciudad de México,2,2016,0.0833,8.33,1
9,Ciudad de México,3,2016,0.0933,9.33,1
9,Ciudad de México,4,2016,0.0705,7.05,1
9,Ciudad de México,1,2017,0.0623,6.23,1
9,Ciudad de México,2,2017,0.0864,8.64,1
9,Ciudad de México,3,2017,0.0508,5.08,1
9,Ciudad de México,4,2017,0.0635,6.35,1
9,Ciudad de México,1,2018,0.0658,6.58,1
9,Ciudad de México,2,2018,0.0872,8.72,1
9,Ciudad de México,3,2018,0.0446,4.46,1
9,Ciudad de México,4,2018,0.0455,4.55,1
9,Ciudad de México,1,2019,0.0197,1.97,1
9,Ciudad de México,2,2019,0.0318,3.18,1
9,Ciudad de México,3,2019,0.0661,6.61,1
9,Ciudad de México,4,2019,0.0925,9.25,1
9,Ciudad de México,1,2020,0.1301,13.01,1
9,Ciudad de México,2,2020,0.0694,6.94,1
9,Ciudad de México,3,2020,0.1083,10.83,1
9,Ciudad de México,4,2020,0.0818,8.18,1
10,Durango,1,2004,0.0741,7.41,0
10,Durango,2,2004,0.05,5,0
10,Durango,3,2004,0.0682,6.82,0
10,Durango,4,2004,0.1212,12.12,0
10,Durango,1,2005,0.0484,4.84,0
10,Durango,2,2005,0.0694,6.94,0
10,Durango,3,2005,0.0758,7.58,0
10,Durango,4,2005,0.0308,3.08,0
10,Durango,1,2006,0.1034,10.34,0
10,Durango,2,2006,0.0789,7.89,0
10,Durango,3,2006,0.0263,2.63,0
10,Durango,4,2006,0.0154,1.54,0
10,Durango,1,2007,0.0556,5.56,0
10,Durango,2,2007,0.0879,8.79,0
10,Durango,3,2007,0.0435,4.35,0
10,Durango,4,2007,0.025,2.5,0
10,Durango,1,2008,0.0306,3.06,0
10,Durango,2,2008,0.0887,8.87,0
10,Durango,3,2008,0.0734,7.34,0
10,Durango,4,2008,0.0606,6.06,0
10,Durango,1,2009,0.0394,3.94,0
10,Durango,2,2009,0.0675,6.75,0
10,Durango,3,2009,0.0592,5.92,0
10,Durango,4,2009,0.0647,6.47,0
10,Durango,1,2010,0.0195,1.95,0
10,Durango,2,2010,0.0432,4.32,0
10,Durango,3,2010,0.0992,9.92,0
10,Durango,4,2010,0.0787,7.87,0
10,Durango,1,2011,0.075,7.5,0
10,Durango,2,2011,0.0725,7.25,0
10,Durango,3,2011,0.05,5,0
10,Durango,4,2011,0.0377,3.77,0
10,Durango,1,2012,0.0513,5.13,0
10,Durango,2,2012,0.0283,2.83,0
10,Durango,3,2012,0.0531,5.31,0
10,Durango,4,2012,0.0444,4.44,0
10,Durango,1,2013,0.0672,6.72,0
10,Durango,2,2013,0.0505,5.05,0
10,Durango,3,2013,0.0893,8.93,0
10,Durango,4,2013,0.0078,0.78,0
10,Durango,1,2014,0.07,7,0
10,Durango,2,2014,0.0928,9.28,0
10,Durango,3,2014,0.1031,10.31,0
10,Durango,4,2014,0.1124,11.24,0
10,Durango,1,2015,0.1013,10.13,0
10,Durango,2,2015,0.1182,11.82,0
10,Durango,3,2015,0.0976,9.76,0
10,Durango,4,2015,0.1264,12.64,0
10,Durango,1,2016,0.1477,14.77,0
10,Durango,2,2016,0.0495,4.95,0
10,Durango,3,2016,0.0818,8.18,0
10,Durango,4,2016,0.0921,9.21,0
10,Durango,1,2017,0.22,22,0
10,Durango,2,2017,0.1364,13.64,0
10,Durango,3,2017,0.0833,8.33,0
10,Durango,4,2017,0.1364,13.64,0
10,Durango,1,2018,0.1892,18.92,0
10,Durango,2,2018,0.1932,19.32,0
10,Durango,3,2018,0.1642,16.42,0
10,Durango,4,2018,0.0988,9.88,0
10,Durango,1,2019,0.0769,7.69,0
10,Durango,2,2019,0.11,11,0
10,Durango,3,2019,0.1644,16.44,0
10,Durango,4,2019,0.1477,14.77,0
10,Durango,1,2020,0.0877,8.77,0
10,Durango,2,2020,0.1573,15.73,0
10,Durango,3,2020,0.141,14.1,0
10,Durango,4,2020,0.1176,11.76,0
11,Guanajuato,1,2004,0.0711,7.11,0
11,Guanajuato,2,2004,0.0766,7.66,0
11,Guanajuato,3,2004,0.0565,5.65,0
11,Guanajuato,4,2004,0.0662,6.62,0
11,Guanajuato,1,2005,0.0797,7.97,0
11,Guanajuato,2,2005,0.1111,11.11,0
11,Guanajuato,3,2005,0.0988,9.88,0
11,Guanajuato,4,2005,0.0752,7.52,0
11,Guanajuato,1,2006,0.0887,8.87,0
11,Guanajuato,2,2006,0.0974,9.74,0
11,Guanajuato,3,2006,0.1066,10.66,0
11,Guanajuato,4,2006,0.0736,7.36,0
11,Guanajuato,1,2007,0.0874,8.74,0
11,Guanajuato,2,2007,0.1056,10.56,0
11,Guanajuato,3,2007,0.0714,7.14,0
11,Guanajuato,4,2007,0.0915,9.15,0
11,Guanajuato,1,2008,0.101,10.1,0
11,Guanajuato,2,2008,0.1638,16.38,0
11,Guanajuato,3,2008,0.0746,7.46,0
11,Guanajuato,4,2008,0.1286,12.86,0
11,Guanajuato,1,2009,0.0764,7.64,0
11,Guanajuato,2,2009,0.122,12.2,0
11,Guanajuato,3,2009,0.081,8.1,0
11,Guanajuato,4,2009,0.0771,7.71,0
11,Guanajuato,1,2010,0.0772,7.72,0
11,Guanajuato,2,2010,0.1118,11.18,0
11,Guanajuato,3,2010,0.1203,12.03,0
11,Guanajuato,4,2010,0.0611,6.11,0
11,Guanajuato,1,2011,0.1284,12.84,0
11,Guanajuato,2,2011,0.1178,11.78,0
11,Guanajuato,3,2011,0.1259,12.59,0
11,Guanajuato,4,2011,0.1186,11.86,0
11,Guanajuato,1,2012,0.1144,11.44,0
11,Guanajuato,2,2012,0.1159,11.59,0
11,Guanajuato,3,2012,0.0954,9.54,0
11,Guanajuato,4,2012,0.1206,12.06,0
11,Guanajuato,1,2013,0.125,12.5,0
11,Guanajuato,2,2013,0.1429,14.29,0
11,Guanajuato,3,2013,0.1279,12.79,0
11,Guanajuato,4,2013,0.0963,9.63,0
11,Guanajuato,1,2014,0.0947,9.47,0
11,Guanajuato,2,2014,0.1429,14.29,0
11,Guanajuato,3,2014,0.1358,13.58,0
11,Guanajuato,4,2014,0.1437,14.37,0
11,Guanajuato,1,2015,0.1536,15.36,0
11,Guanajuato,2,2015,0.1909,19.09,0
11,Guanajuato,3,2015,0.1433,14.33,0
11,Guanajuato,4,2015,0.1253,12.53,0
11,Guanajuato,1,2016,0.1234,12.34,0
11,Guanajuato,2,2016,0.1793,17.93,0
11,Guanajuato,3,2016,0.1019,10.19,0
11,Guanajuato,4,2016,0.1195,11.95,0
11,Guanajuato,1,2017,0.0851,8.51,0
11,Guanajuato,2,2017,0.0927,9.27,0
11,Guanajuato,3,2017,0.0872,8.72,0
11,Guanajuato,4,2017,0.0811,8.11,0
11,Guanajuato,1,2018,0.0769,7.69,0
11,Guanajuato,2,2018,0.0924,9.24,0
11,Guanajuato,3,2018,0.0796,7.96,0
11,Guanajuato,4,2018,0.0602,6.02,0
11,Guanajuato,1,2019,0.0894,8.94,0
11,Guanajuato,2,2019,0.0657,6.57,0
11,Guanajuato,3,2019,0.0756,7.56,0
11,Guanajuato,4,2019,0.0492,4.92,0
11,Guanajuato,1,2020,0.0641,6.41,0
11,Guanajuato,2,2020,0.0802,8.02,0
11,Guanajuato,3,2020,0.0642,6.42,0
11,Guanajuato,4,2020,0.07,7,0
12,Guerrero,1,2004,0.044,4.4,0
12,Guerrero,2,2004,0.0542,5.42,0
12,Guerrero,3,2004,0.0441,4.41,0
12,Guerrero,4,2004,0.0395,3.95,0
12,Guerrero,1,2005,0.0468,4.68,0
12,Guerrero,2,2005,0.0667,6.67,0
12,Guerrero,3,2005,0.046,4.6,0
12,Guerrero,4,2005,0.0526,5.26,0
12,Guerrero,1,2006,0.0516,5.16,0
12,Guerrero,2,2006,0.0284,2.84,0
12,Guerrero,3,2006,0.037,3.7,0
12,Guerrero,4,2006,0.0253,2.53,0
12,Guerrero,1,2007,0.0357,3.57,0
12,Guerrero,2,2007,0.0457,4.57,0
12,Guerrero,3,2007,0.022,2.2,0
12,Guerrero,4,2007,0.0098,0.98,0
12,Guerrero,1,2008,0.0523,5.23,0
12,Guerrero,2,2008,0.0207,2.07,0
12,Guerrero,3,2008,0.033,3.3,0
12,Guerrero,4,2008,0.048,4.8,0
12,Guerrero,1,2009,0.0372,3.72,0
12,Guerrero,2,2009,0.0302,3.02,0
12,Guerrero,3,2009,0.0476,4.76,0
12,Guerrero,4,2009,0.0491,4.91,0
12,Guerrero,1,2010,0.0471,4.71,0
12,Guerrero,2,2010,0.0233,2.33,0
12,Guerrero,3,2010,0.0362,3.62,0
12,Guerrero,4,2010,0.0412,4.12,0
12,Guerrero,1,2011,0.0241,2.41,0
12,Guerrero,2,2011,0.0299,2.99,0
12,Guerrero,3,2011,0.029,2.9,0
12,Guerrero,4,2011,0.0448,4.48,0
12,Guerrero,1,2012,0.0202,2.02,0
12,Guerrero,2,2012,0.0352,3.52,0
12,Guerrero,3,2012,0.0218,2.18,0
12,Guerrero,4,2012,0.025,2.5,0
12,Guerrero,1,2013,0.0307,3.07,0
12,Guerrero,2,2013,0.0341,3.41,0
12,Guerrero,3,2013,0.0398,3.98,0
12,Guerrero,4,2013,0.0404,4.04,0
12,Guerrero,1,2014,0.0221,2.21,0
12,Guerrero,2,2014,0.0402,4.02,0
12,Guerrero,3,2014,0.0344,3.44,0
12,Guerrero,4,2014,0.0317,3.17,0
12,Guerrero,1,2015,0.0407,4.07,0
12,Guerrero,2,2015,0.0338,3.38,0
12,Guerrero,3,2015,0.0121,1.21,0
12,Guerrero,4,2015,0.0063,0.63,0
12,Guerrero,1,2016,0.0423,4.23,0
12,Guerrero,2,2016,0.0495,4.95,0
12,Guerrero,3,2016,0.031,3.1,0
12,Guerrero,4,2016,0.0168,1.68,0
12,Guerrero,1,2017,0.0256,2.56,0
12,Guerrero,2,2017,0.0211,2.11,0
12,Guerrero,3,2017,0.0201,2.01,0
12,Guerrero,4,2017,0.0285,2.85,0
12,Guerrero,1,2018,0.0236,2.36,0
12,Guerrero,2,2018,0.0182,1.82,0
12,Guerrero,3,2018,0.0072,0.72,0
12,Guerrero,4,2018,0.0179,1.79,0
12,Guerrero,1,2019,0.0149,1.49,0
12,Guerrero,2,2019,0.026,2.6,0
12,Guerrero,3,2019,0.0279,2.79,0
12,Guerrero,4,2019,0.05,5,0
12,Guerrero,1,2020,0.022,2.2,0
12,Guerrero,2,2020,0.0119,1.19,0
12,Guerrero,3,2020,0.0287,2.87,0
12,Guerrero,4,2020,0.0244,2.44,0
13,Hidalgo,1,2004,0.0508,5.08,0
13,Hidalgo,2,2004,0.0179,1.79,0
13,Hidalgo,3,2004,0.0492,4.92,0
13,Hidalgo,4,2004,0.0472,4.72,0
13,Hidalgo,1,2005,0.0545,5.45,0
13,Hidalgo,2,2005,0.0667,6.67,0
13,Hidalgo,3,2005,0.0303,3.03,0
13,Hidalgo,4,2005,0.0211,2.11,0
13,Hidalgo,1,2006,0.0381,3.81,0
13,Hidalgo,2,2006,0.041,4.1,0
13,Hidalgo,3,2006,0.0545,5.45,0
13,Hidalgo,4,2006,0.024,2.4,0
13,Hidalgo,1,2007,0.025,2.5,0
13,Hidalgo,2,2007,0.0505,5.05,0
13,Hidalgo,3,2007,0.0263,2.63,0
13,Hidalgo,4,2007,0.008,0.8,0
13,Hidalgo,1,2008,0.0256,2.56,0
13,Hidalgo,2,2008,0.0373,3.73,0
13,Hidalgo,3,2008,0.048,4.8,0
13,Hidalgo,4,2008,0.0647,6.47,0
13,Hidalgo,1,2009,0.0134,1.34,0
13,Hidalgo,2,2009,0.0123,1.23,0
13,Hidalgo,3,2009,0.0417,4.17,0
13,Hidalgo,4,2009,0.0375,3.75,0
13,Hidalgo,1,2010,0.0534,5.34,0
13,Hidalgo,2,2010,0.0543,5.43,0
13,Hidalgo,3,2010,0.0462,4.62,0
13,Hidalgo,4,2010,0.0219,2.19,0
13,Hidalgo,1,2011,0.0977,9.77,0
13,Hidalgo,2,2011,0.0897,8.97,0
13,Hidalgo,3,2011,0.1185,11.85,0
13,Hidalgo,4,2011,0.12,12,0
13,Hidalgo,1,2012,0.1019,10.19,0
13,Hidalgo,2,2012,0.1136,11.36,0
13,Hidalgo,3,2012,0.1311,13.11,0
13,Hidalgo,4,2012,0.0684,6.84,0
13,Hidalgo,1,2013,0.0174,1.74,0
13,Hidalgo,2,2013,0.1148,11.48,0
13,Hidalgo,3,2013,0.0593,5.93,0
13,Hidalgo,4,2013,0.0833,8.33,0
13,Hidalgo,1,2014,0.0645,6.45,0
13,Hidalgo,2,2014,0.064,6.4,0
13,Hidalgo,3,2014,0.1062,10.62,0
13,Hidalgo,4,2014,0.1066,10.66,0
13,Hidalgo,1,2015,0.1308,13.08,0
13,Hidalgo,2,2015,0.0929,9.29,0
13,Hidalgo,3,2015,0.0796,7.96,0
13,Hidalgo,4,2015,0.1288,12.88,0
13,Hidalgo,1,2016,0.0736,7.36,0
13,Hidalgo,2,2016,0.0656,6.56,0
13,Hidalgo,3,2016,0.063,6.3,0
13,Hidalgo,4,2016,0.0985,9.85,0
13,Hidalgo,1,2017,0.0909,9.09,0
13,Hidalgo,2,2017,0.0945,9.45,0
13,Hidalgo,3,2017,0.0676,6.76,0
13,Hidalgo,4,2017,0.0504,5.04,0
13,Hidalgo,1,2018,0.0292,2.92,0
13,Hidalgo,2,2018,0.0744,7.44,0
13,Hidalgo,3,2018,0.0638,6.38,0
13,Hidalgo,4,2018,0.1053,10.53,0
13,Hidalgo,1,2019,0.073,7.3,0
13,Hidalgo,2,2019,0.05,5,0
13,Hidalgo,3,2019,0.0643,6.43,1
13,Hidalgo,4,2019,0.0972,9.72,1
13,Hidalgo,1,2020,0.0696,6.96,1
13,Hidalgo,2,2020,0.0692,6.92,1
13,Hidalgo,3,2020,0.0655,6.55,1
13,Hidalgo,4,2020,0.1026,10.26,1
14,Jalisco,1,2004,0.0932,9.32,0
14,Jalisco,2,2004,0.0927,9.27,0
14,Jalisco,3,2004,0.0621,6.21,0
14,Jalisco,4,2004,0.0764,7.64,0
14,Jalisco,1,2005,0.085,8.5,0
14,Jalisco,2,2005,0.0986,9.86,0
14,Jalisco,3,2005,0.0682,6.82,0
14,Jalisco,4,2005,0.0596,5.96,0
14,Jalisco,1,2006,0.0686,6.86,0
14,Jalisco,2,2006,0.0682,6.82,0
14,Jalisco,3,2006,0.0799,7.99,0
14,Jalisco,4,2006,0.0641,6.41,0
14,Jalisco,1,2007,0.0962,9.62,0
14,Jalisco,2,2007,0.0617,6.17,0
14,Jalisco,3,2007,0.071,7.1,0
14,Jalisco,4,2007,0.0783,7.83,0
14,Jalisco,1,2008,0.0662,6.62,0
14,Jalisco,2,2008,0.0978,9.78,0
14,Jalisco,3,2008,0.069,6.9,0
14,Jalisco,4,2008,0.0557,5.57,0
14,Jalisco,1,2009,0.059,5.9,0
14,Jalisco,2,2009,0.0716,7.16,0
14,Jalisco,3,2009,0.0525,5.25,0
14,Jalisco,4,2009,0.0748,7.48,0
14,Jalisco,1,2010,0.0822,8.22,0
14,Jalisco,2,2010,0.105,10.5,0
14,Jalisco,3,2010,0.0931,9.31,0
14,Jalisco,4,2010,0.0657,6.57,0
14,Jalisco,1,2011,0.0631,6.31,0
14,Jalisco,2,2011,0.0915,9.15,0
14,Jalisco,3,2011,0.0824,8.24,0
14,Jalisco,4,2011,0.0932,9.32,0
14,Jalisco,1,2012,0.1063,10.63,0
14,Jalisco,2,2012,0.097,9.7,0
14,Jalisco,3,2012,0.0911,9.11,0
14,Jalisco,4,2012,0.0894,8.94,0
14,Jalisco,1,2013,0.0832,8.32,0
14,Jalisco,2,2013,0.1325,13.25,0
14,Jalisco,3,2013,0.0852,8.52,0
14,Jalisco,4,2013,0.0698,6.98,0
14,Jalisco,1,2014,0.0591,5.91,0
14,Jalisco,2,2014,0.087,8.7,0
14,Jalisco,3,2014,0.1349,13.49,0
14,Jalisco,4,2014,0.1131,11.31,0
14,Jalisco,1,2015,0.1002,10.02,0
14,Jalisco,2,2015,0.0851,8.51,0
14,Jalisco,3,2015,0.1133,11.33,0
14,Jalisco,4,2015,0.1043,10.43,0
14,Jalisco,1,2016,0.0991,9.91,0
14,Jalisco,2,2016,0.1205,12.05,0
14,Jalisco,3,2016,0.0977,9.77,0
14,Jalisco,4,2016,0.0865,8.65,0
14,Jalisco,1,2017,0.1261,12.61,0
14,Jalisco,2,2017,0.1013,10.13,0
14,Jalisco,3,2017,0.1558,15.58,0
14,Jalisco,4,2017,0.0797,7.97,0
14,Jalisco,1,2018,0.0926,9.26,0
14,Jalisco,2,2018,0.1121,11.21,0
14,Jalisco,3,2018,0.0588,5.88,0
14,Jalisco,4,2018,0.0872,8.72,0
14,Jalisco,1,2019,0.0707,7.07,0
14,Jalisco,2,2019,0.0604,6.04,0
14,Jalisco,3,2019,0.1066,10.66,0
14,Jalisco,4,2019,0.0704,7.04,0
14,Jalisco,1,2020,0.1026,10.26,0
14,Jalisco,2,2020,0.0778,7.78,0
14,Jalisco,3,2020,0.0795,7.95,0
14,Jalisco,4,2020,0.0723,7.23,0
15,Estado de México,1,2004,0.0519,5.19,0
15,Estado de México,2,2004,0.0559,5.59,0
15,Estado de México,3,2004,0.0522,5.22,0
15,Estado de México,4,2004,0.0342,3.42,0
15,Estado de México,1,2005,0.0492,4.92,0
15,Estado de México,2,2005,0.0431,4.31,0
15,Estado de México,3,2005,0.0284,2.84,0
15,Estado de México,4,2005,0.0411,4.11,0
15,Estado de México,1,2006,0.041,4.1,0
15,Estado de México,2,2006,0.0442,4.42,0
15,Estado de México,3,2006,0.0611,6.11,0
15,Estado de México,4,2006,0.0825,8.25,0
15,Estado de México,1,2007,0.041,4.1,0
15,Estado de México,2,2007,0.0442,4.42,0
15,Estado de México,3,2007,0.0611,6.11,0
15,Estado de México,4,2007,0.0825,8.25,0
15,Estado de México,1,2008,0.057,5.7,0
15,Estado de México,2,2008,0.0627,6.27,0
15,Estado de México,3,2008,0.0519,5.19,0
15,Estado de México,4,2008,0.0522,5.22,0
15,Estado de México,1,2009,0.0456,4.56,0
15,Estado de México,2,2009,0.0537,5.37,0
15,Estado de México,3,2009,0.0642,6.42,0
15,Estado de México,4,2009,0.0517,5.17,0
15,Estado de México,1,2010,0.0803,8.03,0
15,Estado de México,2,2010,0.0743,7.43,0
15,Estado de México,3,2010,0.0697,6.97,0
15,Estado de México,4,2010,0.08,8,0
15,Estado de México,1,2011,0.0776,7.76,0
15,Estado de México,2,2011,0.075,7.5,0
15,Estado de México,3,2011,0.0836,8.36,0
15,Estado de México,4,2011,0.084,8.4,0
15,Estado de México,1,2012,0.0849,8.49,0
15,Estado de México,2,2012,0.0794,7.94,0
15,Estado de México,3,2012,0.0661,6.61,0
15,Estado de México,4,2012,0.0768,7.68,0
15,Estado de México,1,2013,0.0808,8.08,0
15,Estado de México,2,2013,0.0896,8.96,0
15,Estado de México,3,2013,0.0714,7.14,0
15,Estado de México,4,2013,0.0678,6.78,0
15,Estado de México,1,2014,0.06,6,0
15,Estado de México,2,2014,0.0954,9.54,0
15,Estado de México,3,2014,0.0842,8.42,0
15,Estado de México,4,2014,0.1006,10.06,0
15,Estado de México,1,2015,0.0878,8.78,0
15,Estado de México,2,2015,0.0957,9.57,0
15,Estado de México,3,2015,0.0815,8.15,0
15,Estado de México,4,2015,0.0879,8.79,0
15,Estado de México,1,2016,0.0551,5.51,0
15,Estado de México,2,2016,0.0775,7.75,0
15,Estado de México,3,2016,0.0953,9.53,0
15,Estado de México,4,2016,0.0659,6.59,0
15,Estado de México,1,2017,0.0611,6.11,0
15,Estado de México,2,2017,0.0881,8.81,0
15,Estado de México,3,2017,0.0599,5.99,0
15,Estado de México,4,2017,0.0743,7.43,0
15,Estado de México,1,2018,0.0702,7.02,0
15,Estado de México,2,2018,0.0617,6.17,0
15,Estado de México,3,2018,0.0713,7.13,0
15,Estado de México,4,2018,0.0781,7.81,0
15,Estado de México,1,2019,0.0941,9.41,0
15,Estado de México,2,2019,0.0903,9.03,0
15,Estado de México,3,2019,0.0924,9.24,0
15,Estado de México,4,2019,0.0893,8.93,0
15,Estado de México,1,2020,0.0916,9.16,0
15,Estado de México,2,2020,0.0757,7.57,0
15,Estado de México,3,2020,0.0931,9.31,0
15,Estado de México,4,2020,0.0989,9.89,0
16,Michoacán,1,2004,0.0478,4.78,0
16,Michoacán,2,2004,0.0808,8.08,0
16,Michoacán,3,2004,0.102,10.2,0
16,Michoacán,4,2004,0.0444,4.44,0
16,Michoacán,1,2005,0.0556,5.56,0
16,Michoacán,2,2005,0.0809,8.09,0
16,Michoacán,3,2005,0.0717,7.17,0
16,Michoacán,4,2005,0.0577,5.77,0
16,Michoacán,1,2006,0.0522,5.22,0
16,Michoacán,2,2006,0.0608,6.08,0
16,Michoacán,3,2006,0.0236,2.36,0
16,Michoacán,4,2006,0.0227,2.27,0
16,Michoacán,1,2007,0.0311,3.11,0
16,Michoacán,2,2007,0.0452,4.52,0
16,Michoacán,3,2007,0.0182,1.82,0
16,Michoacán,4,2007,0.0742,7.42,0
16,Michoacán,1,2008,0.0337,3.37,0
16,Michoacán,2,2008,0.0812,8.12,0
16,Michoacán,3,2008,0.0717,7.17,0
16,Michoacán,4,2008,0.0877,8.77,0
16,Michoacán,1,2009,0.0455,4.55,0
16,Michoacán,2,2009,0.0523,5.23,0
16,Michoacán,3,2009,0.0557,5.57,0
16,Michoacán,4,2009,0.0486,4.86,0
16,Michoacán,1,2010,0.0664,6.64,0
16,Michoacán,2,2010,0.0242,2.42,0
16,Michoacán,3,2010,0.0445,4.45,0
16,Michoacán,4,2010,0.0372,3.72,0
16,Michoacán,1,2011,0.0522,5.22,0
16,Michoacán,2,2011,0.0444,4.44,0
16,Michoacán,3,2011,0.0299,2.99,0
16,Michoacán,4,2011,0.0423,4.23,0
16,Michoacán,1,2012,0.0623,6.23,0
16,Michoacán,2,2012,0.04,4,0
16,Michoacán,3,2012,0.0541,5.41,0
16,Michoacán,4,2012,0.0455,4.55,0
16,Michoacán,1,2013,0.069,6.9,0
16,Michoacán,2,2013,0.0415,4.15,0
16,Michoacán,3,2013,0.0411,4.11,0
16,Michoacán,4,2013,0.0309,3.09,0
16,Michoacán,1,2014,0.0599,5.99,0
16,Michoacán,2,2014,0.0735,7.35,0
16,Michoacán,3,2014,0.0688,6.88,0
16,Michoacán,4,2014,0.0567,5.67,0
16,Michoacán,1,2015,0.0462,4.62,0
